date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,target_energy,hour,day,month,day_of_week,is_weekend,week_of_year,hour_sin,hour_cos,lag_10min,lag_20min,lag_30min,lag_1hour,lag_2hours,lag_1day,lag_1week,rolling_mean_30min,rolling_std_30min,rolling_mean_1hour,rolling_std_1hour,rolling_mean_2hours,rolling_std_2hours,T_out_change_1h,RH_out_change_1h
2016-01-18 18:40:00,510,0,19.1,41.0,17.79,41.463333333333296,19.29,40.26,18.39,38.1633333333333,17.29,54.5,-2.291111111111109,90.71111111111108,18.6,34.59,19.56666666666669,42.4666666666667,17.0,37.29,-2.333333333333329,756.6,84.3333333333333,3.0,24.0,-4.633333333333329,130.0,18,18,1,0,0,3,-1.0,-1.8369701987210297e-16,660.0,230.0,70.0,20.0,40.0,550.0,230.0,320.0,305.12292604784744,173.33333333333334,251.1307760244983,107.5,182.76288662437136,-0.599999999999999,-1.0
2016-01-18 18:50:00,300,10,19.1,41.19333333333329,17.79,41.59,19.29,40.23,18.39,38.2,17.29,54.433333333333294,-2.398888888888889,90.58111111111108,18.6,34.7,19.73,42.8266666666667,17.0,37.29,-2.41666666666667,756.6,83.6666666666667,3.0,24.0,-4.81666666666667,200.0,18,18,1,0,0,3,-1.0,-1.8369701987210297e-16,510.0,660.0,230.0,30.0,50.0,530.0,580.0,466.6666666666667,218.25062046494492,255.0,270.2406335102107,146.66666666666666,214.57498512740082,-0.55,-2.5
2016-01-18 19:00:00,300,20,19.1,41.4666666666667,17.9266666666667,41.86,19.29,40.29,18.39,38.2,17.29,54.4,-2.52944444444444,90.2661111111111,18.533333333333296,34.7,19.865,43.0425,16.9633333333333,37.29,-2.5,756.6,83.0,3.0,24.0,-5.0,480.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,300.0,510.0,660.0,30.0,40.0,100.0,430.0,490.0,180.83141320025152,300.0,246.73872821265815,167.5,216.464357763162,-0.5,-4.0
2016-01-18 19:10:00,350,10,19.23,41.5666666666667,18.06666666666669,42.06,19.39,40.2,18.3566666666667,38.3266666666667,17.29,54.4,-2.66944444444444,89.9861111111111,18.6,34.79,19.9266666666667,43.2666666666667,16.89,37.29,-2.5,756.65,82.1666666666667,3.0,24.5,-5.133333333333329,430.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,300.0,300.0,510.0,70.0,40.0,100.0,250.0,370.0,121.24355652982204,345.0,209.45166506857842,189.16666666666666,215.55249659393596,-0.41666666666667096,-4.1666666666666
2016-01-18 19:20:00,90,10,19.3566666666667,41.96,18.1333333333333,41.933333333333294,19.39,40.05,18.29,38.4,17.29,54.33,-2.7,90.1511111111111,18.5166666666667,34.8816666666667,20.0375,43.485,16.89,37.29,-2.5,756.7,81.3333333333333,3.0,25.0,-5.26666666666667,630.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,350.0,300.0,300.0,230.0,40.0,90.0,100.0,316.6666666666667,28.867513459484442,391.6666666666667,161.66838487059422,215.0,214.6244076605369,-0.33333333333332993,-4.3333333333334
2016-01-18 19:30:00,100,0,19.6966666666667,42.723333333333294,18.2925,42.27,19.53,40.1333333333333,18.29,38.433333333333294,17.29,54.29,-2.745,90.0172222222222,18.5,34.8725,20.0181818181818,43.3781818181818,16.89,37.29,-2.5,756.75,80.5,3.0,25.5,-5.4,600.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,90.0,350.0,300.0,660.0,40.0,90.0,100.0,246.66666666666666,137.9613472438333,368.3333333333333,196.10371405627836,219.16666666666666,211.37895024353904,-0.25,-4.5
2016-01-18 19:40:00,130,10,19.963333333333296,42.53,18.463333333333296,42.6333333333333,19.6333333333333,40.33,18.29,38.5,17.3727272727273,56.9009090909091,-2.85722222222222,89.8611111111111,18.48,34.88,19.9725,43.333125,16.89,37.3,-2.5,756.7999999999998,79.6666666666667,3.0,26.0,-5.53333333333333,470.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,100.0,90.0,350.0,510.0,20.0,100.0,90.0,180.0,147.30919862656316,275.0,159.34239862635428,224.16666666666666,207.42833738791595,-0.16666666666667096,-4.6666666666666
2016-01-18 19:50:00,200,0,20.1,42.1,18.7,42.4666666666667,19.7,40.59,18.29,38.5,17.9507692307692,72.87153846153849,-2.93333333333333,89.8722222222222,18.48,34.88,20.027272727272692,43.74545454545449,16.9633333333333,37.9666666666667,-2.5,756.85,78.8333333333333,3.0,26.5,-5.66666666666667,740.0,19,18,1,0,0,3,-0.9659258262890684,0.2588190451025203,130.0,100.0,90.0,300.0,30.0,130.0,70.0,106.66666666666667,20.816659994667848,211.66666666666666,117.20352668186524,233.33333333333334,199.87875112556384,-0.08333333333332993,-4.8333333333334
2016-01-18 20:00:00,480,0,20.1,41.8266666666667,18.76,42.5266666666667,19.7,40.59,18.29,38.5,18.0,70.1975,-2.97222222222222,89.72777777777779,18.5,34.8555555555556,20.1333333333333,43.83,17.0,39.36,-2.5,756.9,78.0,3.0,27.0,-5.8,600.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,200.0,130.0,100.0,300.0,30.0,110.0,80.0,143.33333333333334,51.316014394471324,195.0,108.94952959971899,247.5,189.93419913222556,0.0,-5.0
2016-01-18 20:10:00,430,10,20.1333333333333,41.9,18.9266666666667,42.7966666666667,19.76,40.9966666666667,18.26,38.43,18.3,72.745,-3.03,89.6744444444444,18.3771428571429,34.1257142857143,20.1857142857143,43.2771428571429,17.0666666666667,40.1,-2.583333333333329,756.8833333333331,78.8333333333333,2.833333333333329,26.5,-5.75,560.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,480.0,200.0,130.0,350.0,70.0,120.0,140.0,270.0,185.20259177452186,225.0,157.57537878742357,285.0,187.49545449035645,-0.08333333333332904,-3.3333333333333997
2016-01-18 20:20:00,630,10,20.2,41.69333333333329,19.06666666666669,42.53,20.06666666666669,42.7333333333333,18.2,38.2225,19.623333333333296,84.96666666666668,-3.06,89.9105555555556,18.29,33.49,20.1333333333333,42.93,17.0666666666667,39.863333333333294,-2.66666666666667,756.866666666667,79.6666666666667,2.66666666666667,26.0,-5.7,440.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,430.0,480.0,200.0,90.0,230.0,100.0,120.0,370.0,149.33184523068127,238.33333333333334,172.90652580705762,315.0,178.55480442099005,-0.16666666666667007,-1.6666666666666003
2016-01-18 20:30:00,600,10,20.29,41.363333333333294,19.2,41.9233333333333,20.3266666666667,43.8,18.4,38.7333333333333,19.0233333333333,86.5666666666667,-3.06,90.0461111111111,18.29,33.1566666666667,20.1333333333333,43.2,17.0,39.39,-2.75,756.85,80.5,2.5,25.5,-5.65,280.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,630.0,430.0,480.0,100.0,660.0,110.0,190.0,513.3333333333334,104.08329997330702,328.3333333333333,215.5380863482522,348.3333333333333,197.56855350316536,-0.25,0.0
2016-01-18 20:40:00,470,20,20.365,40.8925,19.26,41.39,20.56666666666669,44.39,19.0233333333333,38.9666666666667,18.575,86.875,-3.12777777777778,89.455,18.26,32.7966666666667,20.2,43.08,17.0,38.9,-2.833333333333329,756.8333333333329,81.3333333333333,2.333333333333329,25.0,-5.6,110.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,600.0,630.0,430.0,130.0,510.0,100.0,110.0,553.3333333333334,107.85793124908986,411.6666666666667,206.05015570648465,343.3333333333333,189.56089610817185,-0.33333333333332904,1.6666666666666003
2016-01-18 20:50:00,740,10,20.463333333333296,40.7666666666667,19.39,41.06,20.76,46.05666666666671,19.496666666666705,38.69333333333329,18.4266666666667,86.4644444444445,-3.21,89.2366666666667,18.2,32.4228571428571,20.2257142857143,42.729285714285695,16.9266666666667,38.3666666666667,-2.91666666666667,756.8166666666668,82.1666666666667,2.16666666666667,24.5,-5.55,80.0,20,18,1,0,0,3,-0.8660254037844386,0.5000000000000001,470.0,600.0,630.0,200.0,300.0,120.0,110.0,566.6666666666666,85.04900548115417,468.3333333333333,153.02505241517326,340.0,186.69372098317942,-0.41666666666667007,3.3333333333333997
2016-01-18 21:00:00,600,0,20.5,40.7,19.463333333333296,40.933333333333294,20.79,46.83333333333329,20.13,38.1,18.31,85.45399999999998,-3.321666666666669,88.745,18.2,32.2228571428571,20.2,42.59,16.89,38.09,-3.0,756.7999999999998,83.0,2.0,24.0,-5.5,70.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,740.0,470.0,600.0,480.0,300.0,250.0,110.0,603.3333333333334,135.03086067019413,558.3333333333334,118.56081421222808,376.6666666666667,218.6043887662792,-0.5,5.0
2016-01-18 21:10:00,560,10,20.56666666666669,40.6266666666667,19.5,40.6333333333333,20.93,46.6266666666667,20.5966666666667,37.69333333333329,18.29,84.2666666666667,-3.45666666666667,87.905,18.2,31.963333333333296,20.33,42.58,16.89,37.87,-3.16666666666667,756.766666666667,83.5,2.0,23.3333333333333,-5.6,50.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,600.0,740.0,470.0,430.0,350.0,110.0,110.0,603.3333333333334,135.03086067019413,578.3333333333334,112.67948645013631,401.6666666666667,226.06649598306316,-0.583333333333341,4.6666666666667
2016-01-18 21:20:00,440,20,20.6,40.4,19.56666666666669,40.433333333333294,21.1333333333333,46.1233333333333,21.0966666666667,37.363333333333294,18.23,83.32666666666668,-3.67222222222222,86.80944444444438,18.1333333333333,31.82333333333329,20.39,42.1333333333333,16.8233333333333,37.39,-3.333333333333329,756.733333333333,84.0,2.0,22.666666666666696,-5.7,50.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,560.0,600.0,740.0,630.0,90.0,110.0,100.0,633.3333333333334,94.51631252505234,600.0,88.31760866327717,419.1666666666667,229.80063823526038,-0.666666666666659,4.3333333333333
2016-01-18 21:30:00,280,10,20.6666666666667,40.2666666666667,19.6,40.0266666666667,21.26,45.3966666666667,21.496666666666705,37.09666666666671,18.1666666666667,82.29,-3.89722222222222,85.87388888888891,18.1,31.6333333333333,20.32333333333329,42.1333333333333,16.8566666666667,37.1,-3.5,756.7,84.5,2.0,22.0,-5.8,60.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,440.0,560.0,600.0,600.0,100.0,150.0,100.0,533.3333333333334,83.26663997864578,568.3333333333334,107.40887610745422,448.3333333333333,205.10898802757671,-0.75,4.0
2016-01-18 21:40:00,110,20,20.73,39.6333333333333,19.6727272727273,39.6381818181818,21.1333333333333,44.13,21.79,37.09,18.0545454545455,80.15363636363638,-4.015,86.0055555555556,18.1,31.393333333333292,20.34,42.02833333333329,16.79,36.7666666666667,-3.6666666666666714,756.6666666666669,85.0,2.0,21.3333333333333,-5.9,60.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,280.0,440.0,560.0,470.0,130.0,110.0,100.0,426.6666666666667,140.4753833713703,515.0,156.68439615992335,463.3333333333333,182.6737446096088,-0.8333333333333424,3.6666666666667
2016-01-18 21:50:00,80,10,20.79,39.36,19.7,39.1966666666667,20.9266666666667,43.33,21.73,36.83,18.0,78.3191666666667,-4.07,86.2572222222222,18.0111111111111,31.1655555555556,20.29,41.8266666666667,16.8233333333333,37.1333333333333,-3.8333333333333295,756.6333333333331,85.5,2.0,20.666666666666696,-6.0,50.0,21,18,1,0,0,3,-0.7071067811865477,0.7071067811865474,110.0,280.0,440.0,740.0,200.0,50.0,100.0,276.6666666666667,165.02525059315477,455.0,229.4122926087437,461.6666666666667,186.05147544470356,-0.9166666666666594,3.3333333333333
2016-01-18 22:00:00,70,20,20.76,38.7966666666667,19.7,38.6333333333333,20.79,42.5633333333333,21.43,36.6333333333333,17.89,75.4333333333333,-4.19388888888889,85.6222222222222,18.0,31.033333333333296,20.29,41.8266666666667,16.89,38.33333333333329,-4.0,756.6,86.0,2.0,20.0,-6.1,60.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,80.0,110.0,280.0,600.0,480.0,40.0,110.0,156.66666666666666,107.8579312490907,345.0,223.5844359520579,451.6666666666667,203.7749798779086,-1.0,3.0
2016-01-18 22:10:00,50,10,20.76,38.463333333333296,19.7,38.36166666666671,20.73,42.03,21.23,36.36,17.89,73.2266666666667,-4.4,84.61222222222221,18.0,30.89,20.29,41.9,17.0,39.09666666666671,-4.15,756.6,86.3333333333333,1.8333333333333297,27.3333333333333,-6.18333333333333,50.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,70.0,80.0,110.0,560.0,430.0,50.0,400.0,86.66666666666667,20.816659994667788,256.6666666666667,206.75267027699203,417.5,231.12865366599235,-0.9833333333333303,2.8333333333333
2016-01-18 22:20:00,50,10,20.76,38.29,19.7,38.23,20.6,41.7,21.06666666666669,36.6266666666667,17.85,71.174,-4.54666666666667,84.2544444444444,18.0,31.31,20.2,42.03,17.0666666666667,39.43,-4.3,756.6,86.6666666666667,1.66666666666667,34.66666666666669,-6.26666666666667,50.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,50.0,70.0,80.0,440.0,630.0,50.0,400.0,66.66666666666667,15.275252316528528,171.66666666666666,155.6170513364992,385.8333333333333,254.1459256316167,-0.9666666666666708,2.6666666666667
2016-01-18 22:30:00,60,20,20.7,38.29,19.7,38.36,20.525,41.65,20.9266666666667,36.83333333333329,17.775,69.195,-4.87944444444444,82.53777777777779,18.0,31.93,20.2,42.24,17.0,39.4,-4.45,756.6,87.0,1.5,42.0,-6.35,40.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,50.0,50.0,70.0,280.0,600.0,70.0,390.0,56.666666666666664,11.547005383804676,106.66666666666667,87.78762251403474,337.5,258.6020108197146,-0.9500000000000002,2.5
2016-01-18 22:40:00,60,10,20.7,38.3266666666667,19.7,38.56,20.5,41.5,20.8566666666667,37.09,17.73,68.5,-5.21611111111111,81.63277777777779,18.0,32.25,20.2,42.558,17.0,39.4,-4.6,756.6,87.3333333333333,1.33333333333333,49.33333333333329,-6.43333333333333,30.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,60.0,50.0,50.0,110.0,470.0,60.0,240.0,53.333333333333336,5.773502691920694,70.0,22.80350850198297,292.5,255.73868054573325,-0.9333333333333282,2.3333333333333
2016-01-18 22:50:00,50,10,20.7,38.4666666666667,19.7,38.73,20.39,41.363333333333294,20.73,37.1633333333333,17.7,67.7666666666667,-5.25055555555556,82.8511111111111,18.0,32.5266666666667,20.2,42.93,17.0,39.4,-4.75,756.6,87.6666666666667,1.16666666666667,56.66666666666669,-6.51666666666667,40.0,22,18,1,0,0,3,-0.5000000000000004,0.8660254037844384,60.0,60.0,50.0,80.0,740.0,60.0,60.0,56.666666666666664,5.773502691920579,61.666666666666664,11.69045194450069,258.3333333333333,257.25238167758096,-0.9166666666666705,2.1666666666667
2016-01-18 23:00:00,60,20,20.6666666666667,38.59,19.625,38.8175,20.32333333333329,41.23,20.6666666666667,37.433333333333294,17.7,67.3666666666667,-5.06388888888889,84.4333333333333,18.0,32.73,20.2,43.1266666666667,17.0,39.3266666666667,-4.9,756.6,88.0,1.0,64.0,-6.6,50.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,50.0,60.0,60.0,70.0,600.0,70.0,60.0,56.666666666666664,5.773502691920579,56.666666666666664,8.164965809278211,200.83333333333334,213.13496933050465,-0.9000000000000004,2.0
2016-01-18 23:10:00,50,10,20.6,38.6633333333333,19.533333333333296,38.9666666666667,20.29,41.0266666666667,20.6,37.56,17.7,66.9933333333333,-5.348888888888889,82.9338888888889,18.0,32.8633333333333,20.2,43.33333333333329,17.0,39.26,-4.8333333333333295,756.6,87.8333333333333,1.0,64.1666666666667,-6.55,50.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,60.0,50.0,60.0,50.0,560.0,50.0,60.0,56.666666666666664,5.773502691920579,55.0,5.4772255750531444,155.83333333333334,174.744402086608,-0.6833333333333291,1.5
2016-01-18 23:20:00,50,10,20.6,38.79,19.463333333333296,39.03,20.23,40.8266666666667,20.56666666666669,37.73,17.6333333333333,66.6,-5.54944444444444,82.4416666666667,18.0,33.09,20.2,43.53,16.9266666666667,39.2,-4.76666666666667,756.6,87.6666666666667,1.0,64.3333333333333,-6.5,50.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,50.0,60.0,50.0,50.0,440.0,70.0,50.0,53.333333333333336,5.773502691920694,55.0,5.4772255750531444,113.33333333333333,121.38094304022137,-0.46666666666667034,1.0
2016-01-18 23:30:00,40,20,20.533333333333296,38.863333333333294,19.39,39.09,20.2,40.7,20.5,37.863333333333294,17.6,66.1828571428571,-5.6744444444444495,82.6655555555556,18.0,33.2055555555556,20.15,43.59,16.89,39.09,-4.7,756.6,87.5,1.0,64.5,-6.45,40.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,50.0,50.0,60.0,60.0,280.0,60.0,70.0,53.333333333333336,5.773502691920694,55.0,5.4772255750531444,80.83333333333333,65.15133897086957,-0.25,0.5
2016-01-18 23:40:00,30,10,20.5,38.933333333333294,19.3566666666667,39.1566666666667,20.1333333333333,40.6266666666667,20.39,38.0,17.6,65.813125,-5.79944444444444,82.71277777777779,18.0,33.3676470588235,20.1,43.76,16.89,39.09,-4.633333333333329,756.6,87.3333333333333,1.0,64.6666666666667,-6.4,50.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,40.0,50.0,50.0,60.0,110.0,70.0,60.0,46.666666666666664,5.773502691920922,51.666666666666664,7.527726527091986,60.833333333333336,18.809249819918026,-0.03333333333332966,0.0
2016-01-18 23:50:00,40,10,20.5,39.06,19.29,39.29,20.06666666666669,40.4666666666667,20.3566666666667,38.1266666666667,17.6,65.5435714285714,-5.87222222222222,82.655,18.0,33.4,20.1,43.863333333333294,16.89,39.09,-4.56666666666667,756.6,87.1666666666667,1.0,64.8333333333333,-6.35,40.0,23,18,1,0,0,3,-0.25881904510252157,0.9659258262890681,30.0,40.0,50.0,50.0,80.0,60.0,40.0,40.0,10.000000000014374,46.666666666666664,10.327955589887408,54.166666666666664,13.11372170552334,0.18333333333333002,-0.5
2016-01-19 00:00:00,50,20,20.39,39.09,19.2,39.23,20.0,40.3266666666667,20.29,38.26,17.5555555555556,65.2333333333333,-5.888888888888889,82.8161111111111,17.9755555555556,33.4833333333333,20.1,43.99375,16.89,39.09,-4.5,756.6,87.0,1.0,65.0,-6.3,50.0,0,19,1,1,0,3,0.0,1.0,40.0,30.0,40.0,60.0,70.0,60.0,40.0,36.666666666666664,5.773502691921269,45.0,10.488088481702498,50.833333333333336,10.836246694518547,0.40000000000000036,-1.0
2016-01-19 00:10:00,50,0,20.39,39.2,19.1333333333333,39.363333333333294,19.963333333333296,40.29,20.26,38.4,17.5333333333333,64.944,-6.03,82.0944444444444,17.9685714285714,33.5192857142857,20.06,44.036,16.8566666666667,39.06,-4.51666666666667,756.6,87.6666666666667,1.0,65.0,-6.23333333333333,40.0,0,19,1,1,0,3,0.0,1.0,50.0,40.0,30.0,50.0,50.0,50.0,30.0,40.0,10.000000000014374,43.333333333333336,8.164965809278568,49.166666666666664,9.003366373797643,0.3166666666666593,-0.16666666666660035
2016-01-19 00:20:00,50,0,20.32333333333329,39.2,19.06666666666669,39.363333333333294,19.89,40.29,20.2,38.4,17.5,64.6471428571429,-6.065,82.56055555555558,17.9576923076923,33.5761538461539,20.06,44.314,16.84,39.045,-4.53333333333333,756.6,88.3333333333333,1.0,65.0,-6.16666666666667,50.0,0,19,1,1,0,3,0.0,1.0,50.0,50.0,40.0,50.0,50.0,40.0,40.0,46.666666666666664,5.773502691920922,43.333333333333336,8.164965809278568,49.166666666666664,9.003366373797643,0.2333333333333405,0.6666666666666003
2016-01-19 00:30:00,40,0,20.29,39.53,19.0,39.29,19.8566666666667,40.223333333333294,20.1,38.53,17.5,64.5172222222222,-6.02833333333333,83.5894444444445,17.938125,33.63125,20.1,44.624375,16.79,39.06,-4.55,756.6,89.0,1.0,65.0,-6.1,50.0,0,19,1,1,0,3,0.0,1.0,50.0,50.0,50.0,40.0,60.0,30.0,50.0,50.0,0.0,43.333333333333336,8.164965809278568,49.166666666666664,9.003366373797643,0.15000000000000036,1.5
2016-01-19 00:40:00,50,0,20.23,39.463333333333296,18.89,39.26,19.79,40.09,20.033333333333296,38.59,17.4755555555556,64.1955555555556,-5.843888888888889,84.9311111111111,17.9144444444444,33.6938888888889,20.1,44.715,16.89,39.23,-4.56666666666667,756.6,89.6666666666667,1.0,65.0,-6.03333333333333,40.0,0,19,1,1,0,3,0.0,1.0,40.0,50.0,50.0,30.0,60.0,40.0,310.0,46.666666666666664,5.773502691920922,43.333333333333336,8.164965809278568,47.5,8.660254037857458,0.06666666666665932,2.3333333333333997
2016-01-19 00:50:00,40,0,20.2,39.4,18.89,39.26,19.79,40.09,19.8566666666667,38.56,17.4633333333333,63.885,-5.71,85.35444444444438,17.9083333333333,33.7,20.1,44.8205555555556,16.89,39.363333333333294,-4.5833333333333295,756.6,90.3333333333333,1.0,65.0,-5.96666666666667,40.0,0,19,1,1,0,3,0.0,1.0,50.0,40.0,50.0,40.0,50.0,50.0,380.0,46.666666666666664,5.773502691920922,46.666666666666664,5.163977794945152,46.666666666666664,7.784989441629845,-0.016666666666659502,3.1666666666666003
